,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,s_DC1_1,s_DC1_2,s_DC1_3,s_DC1_4,s_DC1_5,s_DC1_6,s_DC1_7,s_DC1_8,s_DC1_9,s_DC1_10,s_DC1_11,s_DC1_12,S_DC1_1,S_DC1_2,S_DC1_3,S_DC1_4,S_DC1_5,S_DC1_6,S_DC1_7,S_DC1_8,S_DC1_9,S_DC1_10,S_DC1_11,S_DC1_12,s_DC2_1,s_DC2_2,s_DC2_3,s_DC2_4,s_DC2_5,s_DC2_6,s_DC2_7,s_DC2_8,s_DC2_9,s_DC2_10,s_DC2_11,s_DC2_12,S_DC2_1,S_DC2_2,S_DC2_3,S_DC2_4,S_DC2_5,S_DC2_6,S_DC2_7,S_DC2_8,S_DC2_9,S_DC2_10,S_DC2_11,S_DC2_12,s_r1_1,s_r1_2,s_r1_3,s_r1_4,s_r1_5,s_r1_6,s_r1_7,s_r1_8,s_r1_9,s_r1_10,s_r1_11,s_r1_12,S_r2_1,S_r2_2,S_r2_3,S_r2_4,S_r2_5,S_r2_6,S_r2_7,S_r2_8,S_r2_9,S_r2_10,S_r2_11,S_r2_12,profit
806,1465000,1814000,1464000,1606000,1672000,1592000,1619000,1413000,1228000,1966000,1278000,1638000,6109360,4989943,5969987,5065274,3219693,6245749,6114474,6008213,3755566,5382280,4642030,4523465,9914017,10675548,12858445,12818495,12561035,11833082,8922971,12572142,7952059,12736068,10462001,13323326,6109360,4989943,5969987,5065274,3219693,6245749,6114474,6008213,3755566,5382280,4642030,4523465,9914017,10675548,12858445,12818495,12561035,11833082,8922971,12572142,7952059,12736068,10462001,13323326,6109360,4989943,5969987,5065274,3219693,6245749,6114474,6008213,3755566,5382280,4642030,4523465,9914017,10675548,12858445,12818495,12561035,11833082,8922971,12572142,7952059,12736068,10462001,13323326,9842613544
807,1794000,1606000,1758000,1720000,1716000,1542000,1516000,1456000,1840000,1886000,1373000,1449000,6286709,4851648,5589499,4980190,4620383,3460824,3802742,5966160,4134971,6005574,3692908,3312350,9159707,9287743,11739855,13315851,9006177,14581646,9465387,11422473,9602220,14106304,10495052,8486826,6286709,4851648,5589499,4980190,4620383,3460824,3802742,5966160,4134971,6005574,3692908,3312350,9159707,9287743,11739855,13315851,9006177,14581646,9465387,11422473,9602220,14106304,10495052,8486826,6286709,4851648,5589499,4980190,4620383,3460824,3802742,5966160,4134971,6005574,3692908,3312350,9159707,9287743,11739855,13315851,9006177,14581646,9465387,11422473,9602220,14106304,10495052,8486826,9593834111
808,1523000,1398000,1985000,1190000,1355000,1882000,1141000,1509000,1418000,1626000,1427000,1672000,4085386,4598374,4772734,5231533,4678599,4987352,4668618,4156910,3958713,3186078,3683424,3300713,7912061,13373993,9792740,10889726,10104020,12184989,9689759,13323007,12513020,7969430,9575355,9620086,4085386,4598374,4772734,5231533,4678599,4987352,4668618,4156910,3958713,3186078,3683424,3300713,7912061,13373993,9792740,10889726,10104020,12184989,9689759,13323007,12513020,7969430,9575355,9620086,4085386,4598374,4772734,5231533,4678599,4987352,4668618,4156910,3958713,3186078,3683424,3300713,7912061,13373993,9792740,10889726,10104020,12184989,9689759,13323007,12513020,7969430,9575355,9620086,8666387590
809,324900,457100,434100,454200,320900,325200,424400,330100,284800,405600,358400,291900,1081870,904297,975271,1410256,859563,832962,1453750,960189,1274026,1004362,738737,1107751,2262240,3298890,2987227,2433938,3104921,2319727,2273967,2501567,2608379,2862068,1980087,2296867,1081870,904297,975271,1410256,859563,832962,1453750,960189,1274026,1004362,738737,1107751,2262240,3298890,2987227,2433938,3104921,2319727,2273967,2501567,2608379,2862068,1980087,2296867,1081870,904297,975271,1410256,859563,832962,1453750,960189,1274026,1004362,738737,1107751,2262240,3298890,2987227,2433938,3104921,2319727,2273967,2501567,2608379,2862068,1980087,2296867,498360386
810,316700,403300,327300,384100,430000,341000,425300,329000,310200,321900,358000,335800,1307728,934001,1096193,1399043,1123564,1230092,1100196,1327686,1115515,1017857,1056620,1122502,1985238,2011865,2560592,2947131,2273553,2819904,2635768,1935753,2739860,2839962,1880962,2455256,1307728,934001,1096193,1399043,1123564,1230092,1100196,1327686,1115515,1017857,1056620,1122502,1985238,2011865,2560592,2947131,2273553,2819904,2635768,1935753,2739860,2839962,1880962,2455256,1307728,934001,1096193,1399043,1123564,1230092,1100196,1327686,1115515,1017857,1056620,1122502,1985238,2011865,2560592,2947131,2273553,2819904,2635768,1935753,2739860,2839962,1880962,2455256,2328822889
811,325800,366800,356500,337600,239400,426100,340800,217600,400300,429000,246000,476000,1060649,1345413,968036,1184975,1030888,768866,1281541,785226,1028193,1063960,1123116,710819,2052043,2972351,2527695,2320445,2516170,3022341,2532645,2632774,2425235,2474166,2641470,2740351,1060649,1345413,968036,1184975,1030888,768866,1281541,785226,1028193,1063960,1123116,710819,2052043,2972351,2527695,2320445,2516170,3022341,2532645,2632774,2425235,2474166,2641470,2740351,1060649,1345413,968036,1184975,1030888,768866,1281541,785226,1028193,1063960,1123116,710819,2052043,2972351,2527695,2320445,2516170,3022341,2532645,2632774,2425235,2474166,2641470,2740351,2031036556
812,399800,367400,451600,370400,259500,350200,356700,239000,379100,735200,316100,443300,1148262,1313259,1114377,1286413,1039531,937376,1238710,797045,985944,1369856,820517,1426362,2791030,2175052,3294666,3253272,3038910,3337916,2325534,2468082,2439382,2487419,3043525,3223869,1148262,1313259,1114377,1286413,1039531,937376,1238710,797045,985944,1369856,820517,1426362,2791030,2175052,3294666,3253272,3038910,3337916,2325534,2468082,2439382,2487419,3043525,3223869,1148262,1313259,1114377,1286413,1039531,937376,1238710,797045,985944,1369856,820517,1426362,2791030,2175052,3294666,3253272,3038910,3337916,2325534,2468082,2439382,2487419,3043525,3223869,2574767778
813,212600,388300,354300,433300,317000,292200,370600,315000,341400,365000,336000,369900,915520,1308426,736105,1009600,1288644,1130718,966707,1114629,819399,881883,1038071,841909,1765319,2967802,2279229,1931654,2802051,1866923,1936114,2060586,1965405,2064943,1822330,2951052,915520,1308426,736105,1009600,1288644,1130718,966707,1114629,819399,881883,1038071,841909,1765319,2967802,2279229,1931654,2802051,1866923,1936114,2060586,1965405,2064943,1822330,2951052,915520,1308426,736105,1009600,1288644,1130718,966707,1114629,819399,881883,1038071,841909,1765319,2967802,2279229,1931654,2802051,1866923,1936114,2060586,1965405,2064943,1822330,2951052,1763175663
814,1267300,1525500,996800,1089800,812900,1027900,1018500,837900,1050500,817400,993700,876500,2459396,2118123,3278320,3526428,3497843,3872480,2686243,2984777,3631763,4100762,2232047,2703727,8562683,6314287,8739704,8987002,6229296,5868511,5146012,8810193,7837656,6065803,8474623,5342217,2459396,2118123,3278320,3526428,3497843,3872480,2686243,2984777,3631763,4100762,2232047,2703727,8562683,6314287,8739704,8987002,6229296,5868511,5146012,8810193,7837656,6065803,8474623,5342217,2459396,2118123,3278320,3526428,3497843,3872480,2686243,2984777,3631763,4100762,2232047,2703727,8562683,6314287,8739704,8987002,6229296,5868511,5146012,8810193,7837656,6065803,8474623,5342217,5409603830
815,1036400,1573900,1213400,1098200,997100,1290200,970800,1038600,1082700,1149800,915200,1102900,4098028,4458252,4078813,4207301,2970974,3052439,4392318,3721357,4423079,3931988,3275118,3903538,8316844,7750737,7413145,6716821,7469514,5944788,8193573,7995809,8578553,7415120,9220195,6414496,4098028,4458252,4078813,4207301,2970974,3052439,4392318,3721357,4423079,3931988,3275118,3903538,8316844,7750737,7413145,6716821,7469514,5944788,8193573,7995809,8578553,7415120,9220195,6414496,4098028,4458252,4078813,4207301,2970974,3052439,4392318,3721357,4423079,3931988,3275118,3903538,8316844,7750737,7413145,6716821,7469514,5944788,8193573,7995809,8578553,7415120,9220195,6414496,4590303876
816,908800,1848100,1226700,1336200,960400,1443700,1105500,880300,1152100,1600100,1144800,1518100,3834194,3837410,4328032,4454817,3846740,3443750,4012275,4165396,4196583,3734377,4123110,4421214,7295064,8119393,8563531,6766005,6461409,7739237,6309584,9452583,7175366,9443358,8817145,8806745,3834194,3837410,4328032,4454817,3846740,3443750,4012275,4165396,4196583,3734377,4123110,4421214,7295064,8119393,8563531,6766005,6461409,7739237,6309584,9452583,7175366,9443358,8817145,8806745,3834194,3837410,4328032,4454817,3846740,3443750,4012275,4165396,4196583,3734377,4123110,4421214,7295064,8119393,8563531,6766005,6461409,7739237,6309584,9452583,7175366,9443358,8817145,8806745,5056147566
817,1019700,979300,1397000,1356700,1178200,1204800,1284900,1102300,1315700,1948000,1124900,1267400,2877988,4571815,4693314,4212311,2959102,4797230,2763116,2959413,4434707,2777253,4427578,3728236,9783548,10822710,9702874,10668433,7084594,7190962,11018615,8878494,8106415,10280692,7013077,7278427,2877988,4571815,4693314,4212311,2959102,4797230,2763116,2959413,4434707,2777253,4427578,3728236,9783548,10822710,9702874,10668433,7084594,7190962,11018615,8878494,8106415,10280692,7013077,7278427,2877988,4571815,4693314,4212311,2959102,4797230,2763116,2959413,4434707,2777253,4427578,3728236,9783548,10822710,9702874,10668433,7084594,7190962,11018615,8878494,8106415,10280692,7013077,7278427,5262695043
818,978400,1200800,1410600,1293900,968400,1505000,1323100,956900,1268700,1161100,1117900,1224100,3914882,3867708,4245436,4778760,3057906,4515072,3345116,4419600,3280606,2415402,3771709,2911971,6472952,8427435,10439822,10187255,6592059,7320888,10787499,6725450,9240284,7977703,8119825,9301648,3914882,3867708,4245436,4778760,3057906,4515072,3345116,4419600,3280606,2415402,3771709,2911971,6472952,8427435,10439822,10187255,6592059,7320888,10787499,6725450,9240284,7977703,8119825,9301648,3914882,3867708,4245436,4778760,3057906,4515072,3345116,4419600,3280606,2415402,3771709,2911971,6472952,8427435,10439822,10187255,6592059,7320888,10787499,6725450,9240284,7977703,8119825,9301648,4470343508
819,3100,18300,9300,11800,9600,13400,29200,14000,36800,15000,14900,10800,60863,37121,33979,50469,50730,31868,34403,40174,35164,43262,31709,49136,85053,79199,81825,122323,137336,126975,104745,95216,113220,95534,91939,104619,60863,37121,33979,50469,50730,31868,34403,40174,35164,43262,31709,49136,85053,79199,81825,122323,137336,126975,104745,95216,113220,95534,91939,104619,60863,37121,33979,50469,50730,31868,34403,40174,35164,43262,31709,49136,85053,79199,81825,122323,137336,126975,104745,95216,113220,95534,91939,104619,115035046
820,9900,27600,11400,12100,14000,22800,60800,23700,19600,23200,17900,15700,49051,71258,59037,66093,47184,62567,54545,64530,43636,74892,72256,53306,115763,145762,140495,161904,180764,153655,131666,145706,174168,187729,157178,172091,49051,71258,59037,66093,47184,62567,54545,64530,43636,74892,72256,53306,115763,145762,140495,161904,180764,153655,131666,145706,174168,187729,157178,172091,49051,71258,59037,66093,47184,62567,54545,64530,43636,74892,72256,53306,115763,145762,140495,161904,180764,153655,131666,145706,174168,187729,157178,172091,152401119
821,18100,16000,23600,13100,8100,17000,32600,7900,9900,13700,13800,8200,58773,30844,41854,35346,34064,50890,50892,36997,58288,59329,36141,50110,125135,123942,111054,118268,121843,134453,120809,88876,101875,104187,83947,114954,58773,30844,41854,35346,34064,50890,50892,36997,58288,59329,36141,50110,125135,123942,111054,118268,121843,134453,120809,88876,101875,104187,83947,114954,58773,30844,41854,35346,34064,50890,50892,36997,58288,59329,36141,50110,125135,123942,111054,118268,121843,134453,120809,88876,101875,104187,83947,114954,81334607
822,12500,13500,14400,6600,22700,10000,18800,51500,10700,32700,15600,8800,72123,45376,64807,57774,67619,64733,44133,60894,52851,40299,58536,39455,146449,113361,110247,93710,153014,149129,133350,105817,143166,158462,158298,132294,72123,45376,64807,57774,67619,64733,44133,60894,52851,40299,58536,39455,146449,113361,110247,93710,153014,149129,133350,105817,143166,158462,158298,132294,72123,45376,64807,57774,67619,64733,44133,60894,52851,40299,58536,39455,146449,113361,110247,93710,153014,149129,133350,105817,143166,158462,158298,132294,107546009
823,6000,11400,23600,21900,17300,15600,29800,15400,18900,24600,12800,17700,40521,41895,46858,55324,39801,55116,37843,62489,60604,66669,60668,71191,123744,130860,99223,90465,157585,133620,142329,92770,94773,145503,125391,135102,40521,41895,46858,55324,39801,55116,37843,62489,60604,66669,60668,71191,123744,130860,99223,90465,157585,133620,142329,92770,94773,145503,125391,135102,40521,41895,46858,55324,39801,55116,37843,62489,60604,66669,60668,71191,123744,130860,99223,90465,157585,133620,142329,92770,94773,145503,125391,135102,86266835
824,117950,93750,65950,71200,330200,73900,75600,53600,100650,56600,64800,86500,390530,346508,201892,313263,227362,248684,274382,213116,316132,212439,210408,363818,810613,508118,509210,774511,828116,535487,860134,568281,738302,790741,582750,623407,390530,346508,201892,313263,227362,248684,274382,213116,316132,212439,210408,363818,810613,508118,509210,774511,828116,535487,860134,568281,738302,790741,582750,623407,390530,346508,201892,313263,227362,248684,274382,213116,316132,212439,210408,363818,810613,508118,509210,774511,828116,535487,860134,568281,738302,790741,582750,623407,697353931
825,62350,77150,75450,71600,54900,78650,79450,55300,82250,97300,66250,61400,173735,231872,249357,281267,272432,206857,211819,200284,193565,193806,220110,230240,376776,543048,579941,440892,387961,550474,533895,533186,571906,420380,470970,613408,173735,231872,249357,281267,272432,206857,211819,200284,193565,193806,220110,230240,376776,543048,579941,440892,387961,550474,533895,533186,571906,420380,470970,613408,173735,231872,249357,281267,272432,206857,211819,200284,193565,193806,220110,230240,376776,543048,579941,440892,387961,550474,533895,533186,571906,420380,470970,613408,387643431
826,65900,106350,77050,66050,48900,86200,57700,47600,82400,79450,62200,64100,183120,195254,234218,168686,242121,265982,227445,152136,147374,243362,272876,172597,494320,629954,514337,576601,511830,631016,437107,356275,630706,406384,453989,605839,183120,195254,234218,168686,242121,265982,227445,152136,147374,243362,272876,172597,494320,629954,514337,576601,511830,631016,437107,356275,630706,406384,453989,605839,183120,195254,234218,168686,242121,265982,227445,152136,147374,243362,272876,172597,494320,629954,514337,576601,511830,631016,437107,356275,630706,406384,453989,605839,183388935
827,48000,68950,49050,99050,38500,85200,97400,52200,84950,129400,60650,96050,181400,244836,194793,162664,257257,170846,181979,247970,280958,275765,255040,182749,629980,501159,380925,463659,415974,385528,423231,633887,675238,640805,604778,497498,181400,244836,194793,162664,257257,170846,181979,247970,280958,275765,255040,182749,629980,501159,380925,463659,415974,385528,423231,633887,675238,640805,604778,497498,181400,244836,194793,162664,257257,170846,181979,247970,280958,275765,255040,182749,629980,501159,380925,463659,415974,385528,423231,633887,675238,640805,604778,497498,512826678
828,46950,63700,60850,78700,46950,55750,66550,62350,62650,74700,67650,50400,231289,174997,157428,222227,240608,202700,135542,160088,202841,131162,228695,213611,486097,395692,348224,368470,367916,362636,311548,431101,445131,309141,415255,445816,231289,174997,157428,222227,240608,202700,135542,160088,202841,131162,228695,213611,486097,395692,348224,368470,367916,362636,311548,431101,445131,309141,415255,445816,231289,174997,157428,222227,240608,202700,135542,160088,202841,131162,228695,213611,486097,395692,348224,368470,367916,362636,311548,431101,445131,309141,415255,445816,223355123
829,296050,332050,309200,333250,344350,323150,296050,290550,252200,217400,312150,250950,1148496,772997,613280,903146,792140,674213,1126461,647852,1176009,829103,1044008,1011166,1498379,2470755,1834766,1822061,1554168,1533468,1708107,1656599,2173621,1810385,2364519,2383316,1148496,772997,613280,903146,792140,674213,1126461,647852,1176009,829103,1044008,1011166,1498379,2470755,1834766,1822061,1554168,1533468,1708107,1656599,2173621,1810385,2364519,2383316,1148496,772997,613280,903146,792140,674213,1126461,647852,1176009,829103,1044008,1011166,1498379,2470755,1834766,1822061,1554168,1533468,1708107,1656599,2173621,1810385,2364519,2383316,841146046
830,387100,371600,336300,375650,278500,349850,268900,278750,330700,368500,265750,381700,1245748,962651,912193,1267361,1180780,1091470,1170096,810460,999962,713329,769514,1076770,2343455,2358486,2117606,2462756,2197523,1843214,2385954,2243083,2814786,2501033,1849515,1913182,1245748,962651,912193,1267361,1180780,1091470,1170096,810460,999962,713329,769514,1076770,2343455,2358486,2117606,2462756,2197523,1843214,2385954,2243083,2814786,2501033,1849515,1913182,1245748,962651,912193,1267361,1180780,1091470,1170096,810460,999962,713329,769514,1076770,2343455,2358486,2117606,2462756,2197523,1843214,2385954,2243083,2814786,2501033,1849515,1913182,1025722215
831,284850,450600,335700,411800,286300,363750,320650,262750,300350,293450,413050,251050,1051966,1087862,1281541,805060,1116422,1041040,684669,1321729,1178263,1100769,1127314,1022822,2441867,1988293,2406514,1870492,2421409,1688280,2773277,2647808,1791885,1984230,2028580,2308132,1051966,1087862,1281541,805060,1116422,1041040,684669,1321729,1178263,1100769,1127314,1022822,2441867,1988293,2406514,1870492,2421409,1688280,2773277,2647808,1791885,1984230,2028580,2308132,1051966,1087862,1281541,805060,1116422,1041040,684669,1321729,1178263,1100769,1127314,1022822,2441867,1988293,2406514,1870492,2421409,1688280,2773277,2647808,1791885,1984230,2028580,2308132,1352531818
832,350250,304700,384700,384400,224300,401450,335050,252450,507600,687850,324750,358950,872525,1222500,771502,1106012,1125818,1301372,797705,937354,1039555,1229522,1280310,1154924,2579651,2408420,2902618,1929462,2825985,2503791,2918990,2475723,2533945,3236506,2679401,3342259,872525,1222500,771502,1106012,1125818,1301372,797705,937354,1039555,1229522,1280310,1154924,2579651,2408420,2902618,1929462,2825985,2503791,2918990,2475723,2533945,3236506,2679401,3342259,872525,1222500,771502,1106012,1125818,1301372,797705,937354,1039555,1229522,1280310,1154924,2579651,2408420,2902618,1929462,2825985,2503791,2918990,2475723,2533945,3236506,2679401,3342259,2033145328
833,310450,347450,385500,428300,323800,481350,337050,304300,363400,314450,339350,370000,1099423,1153246,1186046,755147,1229710,801139,1229376,1270811,1138782,1317562,1133051,878197,2528688,1904503,2169440,3168182,2797373,1824799,2410623,2019634,2118001,2011831,2743555,1862418,1099423,1153246,1186046,755147,1229710,801139,1229376,1270811,1138782,1317562,1133051,878197,2528688,1904503,2169440,3168182,2797373,1824799,2410623,2019634,2118001,2011831,2743555,1862418,1099423,1153246,1186046,755147,1229710,801139,1229376,1270811,1138782,1317562,1133051,878197,2528688,1904503,2169440,3168182,2797373,1824799,2410623,2019634,2118001,2011831,2743555,1862418,1037335500
834,88200,115100,93400,56300,67000,74000,66700,54100,71100,92400,97700,79500,303066,275616,164135,259337,262753,238287,224099,297790,292649,170060,257176,316745,459909,537606,630427,504764,412812,496330,669906,523154,534476,684012,597998,657866,303066,275616,164135,259337,262753,238287,224099,297790,292649,170060,257176,316745,459909,537606,630427,504764,412812,496330,669906,523154,534476,684012,597998,657866,303066,275616,164135,259337,262753,238287,224099,297790,292649,170060,257176,316745,459909,537606,630427,504764,412812,496330,669906,523154,534476,684012,597998,657866,159756328
835,83700,93000,70200,79800,98200,68600,119500,128200,69100,82800,62600,70200,187132,232223,273475,241192,287924,266541,293962,244751,223296,184141,201073,284640,680507,754655,461905,740030,480012,638280,486144,432659,610860,519168,564338,455964,187132,232223,273475,241192,287924,266541,293962,244751,223296,184141,201073,284640,680507,754655,461905,740030,480012,638280,486144,432659,610860,519168,564338,455964,187132,232223,273475,241192,287924,266541,293962,244751,223296,184141,201073,284640,680507,754655,461905,740030,480012,638280,486144,432659,610860,519168,564338,455964,408720367
836,94100,45900,75500,43300,92900,48600,89000,76500,61100,78500,39800,80000,193769,269870,266661,232901,254621,177439,250622,196157,214155,263422,213766,180749,364133,612071,477129,454649,388940,519891,442834,519808,391140,397526,432472,485830,193769,269870,266661,232901,254621,177439,250622,196157,214155,263422,213766,180749,364133,612071,477129,454649,388940,519891,442834,519808,391140,397526,432472,485830,193769,269870,266661,232901,254621,177439,250622,196157,214155,263422,213766,180749,364133,612071,477129,454649,388940,519891,442834,519808,391140,397526,432472,485830,188430013
837,171200,91400,41700,63600,98800,51500,75800,43000,45000,76200,90200,73200,282323,225716,305172,302472,233924,198149,240560,196337,301313,289351,183475,167364,439417,621746,587194,474171,496911,384870,639320,498457,539005,677758,419268,554232,282323,225716,305172,302472,233924,198149,240560,196337,301313,289351,183475,167364,439417,621746,587194,474171,496911,384870,639320,498457,539005,677758,419268,554232,282323,225716,305172,302472,233924,198149,240560,196337,301313,289351,183475,167364,439417,621746,587194,474171,496911,384870,639320,498457,539005,677758,419268,554232,353298847
838,79400,59700,69700,80800,109100,78000,49200,39700,41200,52400,55000,87400,252297,219348,189068,177299,227237,189704,248487,209093,136290,214771,155086,242475,538488,441609,594946,410084,530818,521992,446335,396508,460827,541026,477424,420224,252297,219348,189068,177299,227237,189704,248487,209093,136290,214771,155086,242475,538488,441609,594946,410084,530818,521992,446335,396508,460827,541026,477424,420224,252297,219348,189068,177299,227237,189704,248487,209093,136290,214771,155086,242475,538488,441609,594946,410084,530818,521992,446335,396508,460827,541026,477424,420224,242451451
839,39200,39300,22800,23900,49500,82100,50500,46400,27800,60400,12400,18100,117612,149703,79180,156428,104966,106222,107537,142441,108904,132615,114582,121996,335813,324014,309661,300297,289083,233261,316618,319671,351366,299619,228771,331372,117612,149703,79180,156428,104966,106222,107537,142441,108904,132615,114582,121996,335813,324014,309661,300297,289083,233261,316618,319671,351366,299619,228771,331372,117612,149703,79180,156428,104966,106222,107537,142441,108904,132615,114582,121996,335813,324014,309661,300297,289083,233261,316618,319671,351366,299619,228771,331372,256574121
840,34500,39500,54800,53600,51900,65500,69200,49300,30700,42000,48300,55100,124356,129619,132661,121582,168597,195901,175162,112965,150803,190990,153867,132436,436899,299665,312094,252058,308502,422325,271971,251811,274320,416414,261478,295175,124356,129619,132661,121582,168597,195901,175162,112965,150803,190990,153867,132436,436899,299665,312094,252058,308502,422325,271971,251811,274320,416414,261478,295175,124356,129619,132661,121582,168597,195901,175162,112965,150803,190990,153867,132436,436899,299665,312094,252058,308502,422325,271971,251811,274320,416414,261478,295175,309571271
841,44800,119400,65200,72600,70900,77700,75600,78700,58700,98400,34900,27500,179918,155662,229494,213815,168270,174687,221850,150329,261952,153685,221193,235556,374176,611731,424227,539447,359976,535364,606491,380752,369545,511965,423202,428966,179918,155662,229494,213815,168270,174687,221850,150329,261952,153685,221193,235556,374176,611731,424227,539447,359976,535364,606491,380752,369545,511965,423202,428966,179918,155662,229494,213815,168270,174687,221850,150329,261952,153685,221193,235556,374176,611731,424227,539447,359976,535364,606491,380752,369545,511965,423202,428966,376157893
842,80500,68700,87600,67900,36500,41800,86400,31600,38700,79600,50100,62300,210753,176474,183788,130602,203532,174842,204696,243576,202020,142718,196738,227764,386774,467480,447049,365668,469896,375423,318088,308157,401725,331162,373673,452036,210753,176474,183788,130602,203532,174842,204696,243576,202020,142718,196738,227764,386774,467480,447049,365668,469896,375423,318088,308157,401725,331162,373673,452036,210753,176474,183788,130602,203532,174842,204696,243576,202020,142718,196738,227764,386774,467480,447049,365668,469896,375423,318088,308157,401725,331162,373673,452036,278686992
843,73200,45700,81000,64400,71300,36600,49600,41800,54500,50700,40400,42100,109920,176698,211834,178249,193068,108913,159467,144422,212642,190808,126964,179867,370340,464969,469901,449881,305896,337014,281010,452613,334324,417331,406918,396117,109920,176698,211834,178249,193068,108913,159467,144422,212642,190808,126964,179867,370340,464969,469901,449881,305896,337014,281010,452613,334324,417331,406918,396117,109920,176698,211834,178249,193068,108913,159467,144422,212642,190808,126964,179867,370340,464969,469901,449881,305896,337014,281010,452613,334324,417331,406918,396117,144202985
844,24850,328950,44250,17750,36300,30900,30250,336100,17100,43950,44900,38700,179642,211488,321788,238004,278575,281326,219992,214832,279897,313010,245304,264140,692813,437622,584253,502410,689576,505004,508668,700275,468799,600014,622580,461921,179642,211488,321788,238004,278575,281326,219992,214832,279897,313010,245304,264140,692813,437622,584253,502410,689576,505004,508668,700275,468799,600014,622580,461921,179642,211488,321788,238004,278575,281326,219992,214832,279897,313010,245304,264140,692813,437622,584253,502410,689576,505004,508668,700275,468799,600014,622580,461921,368806109
845,32800,703600,118200,86350,45300,39900,323000,39900,24200,236350,43150,884500,679185,437638,672601,736865,650254,461392,493547,605500,439782,474677,564385,505561,1583008,1254979,1485876,1112098,1807991,1381552,1101808,1654389,1900426,1785779,1564713,1857860,679185,437638,672601,736865,650254,461392,493547,605500,439782,474677,564385,505561,1583008,1254979,1485876,1112098,1807991,1381552,1101808,1654389,1900426,1785779,1564713,1857860,679185,437638,672601,736865,650254,461392,493547,605500,439782,474677,564385,505561,1583008,1254979,1485876,1112098,1807991,1381552,1101808,1654389,1900426,1785779,1564713,1857860,1097631083
846,74800,353450,107450,71400,207150,45350,33200,85700,57050,74950,56100,375100,423994,469056,421334,447516,506188,372485,265889,327563,336456,489321,473900,381364,678891,708321,686033,737800,1006494,1120134,985823,1056277,1154354,699218,716925,1059995,423994,469056,421334,447516,506188,372485,265889,327563,336456,489321,473900,381364,678891,708321,686033,737800,1006494,1120134,985823,1056277,1154354,699218,716925,1059995,423994,469056,421334,447516,506188,372485,265889,327563,336456,489321,473900,381364,678891,708321,686033,737800,1006494,1120134,985823,1056277,1154354,699218,716925,1059995,593903584
847,48950,52550,38450,25250,26150,40450,49650,43750,37100,50750,27850,34950,90064,139175,81566,107024,121938,97789,124591,98487,149823,94968,116951,97590,353011,337728,338473,336980,297492,312649,234552,324753,278927,268612,254086,332962,90064,139175,81566,107024,121938,97789,124591,98487,149823,94968,116951,97590,353011,337728,338473,336980,297492,312649,234552,324753,278927,268612,254086,332962,90064,139175,81566,107024,121938,97789,124591,98487,149823,94968,116951,97590,353011,337728,338473,336980,297492,312649,234552,324753,278927,268612,254086,332962,160755829
848,54750,37600,38750,38550,49950,47500,36750,63050,60100,60850,20950,21200,169168,172685,171565,100934,149911,98714,169971,167111,125744,118129,131467,116742,271808,368421,234240,259896,340684,267325,312828,389223,274507,387871,340394,302303,169168,172685,171565,100934,149911,98714,169971,167111,125744,118129,131467,116742,271808,368421,234240,259896,340684,267325,312828,389223,274507,387871,340394,302303,169168,172685,171565,100934,149911,98714,169971,167111,125744,118129,131467,116742,271808,368421,234240,259896,340684,267325,312828,389223,274507,387871,340394,302303,84579874
849,125200,165700,175400,114400,120100,155300,100100,120400,125700,126000,134200,122000,318405,506346,440212,299020,285521,500409,378559,286715,360447,407771,396450,424733,850945,980289,1100594,1131612,1001174,709087,1060501,736247,1151045,675876,884569,680824,318405,506346,440212,299020,285521,500409,378559,286715,360447,407771,396450,424733,850945,980289,1100594,1131612,1001174,709087,1060501,736247,1151045,675876,884569,680824,318405,506346,440212,299020,285521,500409,378559,286715,360447,407771,396450,424733,850945,980289,1100594,1131612,1001174,709087,1060501,736247,1151045,675876,884569,680824,684845016
850,133700,190800,140300,169100,143700,143700,188300,120100,125100,150400,123100,139500,457268,508865,391610,355036,573012,430655,475942,362345,513484,300665,321347,486901,1248409,1071029,821933,1155126,942675,1093687,870104,1167677,1303858,1190031,1147270,1143951,457268,508865,391610,355036,573012,430655,475942,362345,513484,300665,321347,486901,1248409,1071029,821933,1155126,942675,1093687,870104,1167677,1303858,1190031,1147270,1143951,457268,508865,391610,355036,573012,430655,475942,362345,513484,300665,321347,486901,1248409,1071029,821933,1155126,942675,1093687,870104,1167677,1303858,1190031,1147270,1143951,764153863
851,132400,168100,156000,110800,150900,200900,153500,109800,161700,159800,114800,177000,354571,536659,362684,310687,324130,537022,478837,342813,560089,571613,308732,347828,1199575,887508,1054570,1068671,817414,946466,848677,1231385,1195168,1247270,826036,1330540,354571,536659,362684,310687,324130,537022,478837,342813,560089,571613,308732,347828,1199575,887508,1054570,1068671,817414,946466,848677,1231385,1195168,1247270,826036,1330540,354571,536659,362684,310687,324130,537022,478837,342813,560089,571613,308732,347828,1199575,887508,1054570,1068671,817414,946466,848677,1231385,1195168,1247270,826036,1330540,456197062
